called_number,attempts,unique_src
117601197223802532,1,1
117601197223802534,1,1
117614063890227,1,1
1176442039966818,1,1
11768,1,1
117914063890227,1,1
1177011218935479853,1,1
117701197223802532,1,1
901442039966818,1,1
901442080890169,1,1
9014442039966818,1,1
9014447888384483,1,1
9015442039966818,1,1
9015447888384483,1,1
117600442037699931,1,1
1176011218935479853,1,1
117700442037699931,1,1
117201197223802532,1,1
117201197223802534,1,1
117214063890227,1,1
1172442039966818,1,1
117300442037699931,1,1
9020001197223802532,1,1
9020001197223802534,1,1
9020011218935479853,1,1
902001133756758573,1,1
11714063890227,1,1
9019442039966818,1,1
902000001197223802532,1,1
902000001197223802534,1,1
902000011218935479853,1,1
90200001197223802532,1,1
90200001197223802534,1,1
90200011218935479853,1,1
902000000011218935479853,1,1
90200000001197223802532,1,1
90200000001197223802534,1,1
90200000011218935479853,1,1
1171442039966818,1,1
9019447888384483,1,1
117400442037699931,1,1
1174011218935479853,1,1
117401197223802532,1,1
117401197223802534,1,1
117414063890227,1,1
117442039966818,1,1
9017447888384483,1,1
9018163016304,1,1
9018442039966818,1,1
1172011218935479853,1,1
9019103385022,1,1
117701197223802534,1,1
117714063890227,1,1
1177442039966818,1,1
117800442037699931,1,1
9016447888384483,1,1
9017421232137505,1,1
9017442039966818,1,1
11715612571360,1,1
117200442037699931,1,1
9018447888384483,1,1
118814063890227,1,1
1188442039966818,1,1
1188692899,1,1
9011442038078482,1,1
9011442039963734,1,1
118700442037699931,1,1
1187011218935479853,1,1
118701197223802532,1,1
118701197223802534,1,1
118714063890227,1,1
11832100442039966818,1,1
118800442037699931,1,1
1188011218935479853,1,1
118201197223802534,1,1
118214063890227,1,1
1182442039966818,1,1
118300442037699931,1,1
1183011218935479853,1,1
118301197223802532,1,1
118301197223802534,1,1
118314063890227,1,1
1187442039966818,1,1
119200442037699931,1,1
1192011218935479853,1,1
901114692423620,1,1
901118163016304,1,1
118401197223802532,1,1
118401197223802534,1,1
118414063890227,1,1
118442039966818,1,1
1184442039966818,1,1
118500442037699931,1,1
118801197223802534,1,1
118501197223802532,1,1
9011442039966756,1,1
9011442039966818,1,1
9011442080890169,1,1
90114692423620,1,1
90119011218935479853,1,1
9011901197223802532,1,1
118400442037699931,1,1
1184011218935479853,1,1
118801197223802532,1,1
1185011218935479853,1,1
1181442039966818,1,1
11815612571360,1,1
11816600442039966818,1,1
1178011218935479853,1,1
117801197223802532,1,1
1180442039966818,1,1
1180800442039966818,1,1
11808810033756758573,1,1
118100442037699931,1,1
1181011218935479853,1,1
901234910855090,1,1
118101197223802534,1,1
1181033756758573,1,1
9013447888384483,1,1
9013522510081,1,1
9013857157790,1,1
11800442039962635,1,1
118011218935479853,1,1
11801197223802532,1,1
11801197223802534,1,1
118014063890227,1,1
118101197223802532,1,1
9012421232137505,1,1
9012442039966818,1,1
9012447888384483,1,1
118200442037699931,1,1
1182011218935479853,1,1
118201197223802532,1,1
9011901197223802534,1,1
9011933756758573,1,1
901197223802533,1,1
901197223802534,1,1
11814063890227,1,1
901223,1,1
118501197223802534,1,1
118514063890227,1,1
1185442039966818,1,1
118600442037699931,1,1
1186011218935479853,1,1
118601197223802532,1,1
118601197223802534,1,1
118614063890227,1,1
118114063890227,1,1
901212,1,1
1212011218935479853,1,1
121201197223802532,1,1
9002101197223802532,1,1
9002101197223802534,1,1
90021033756758573,1,1
90021218935479853,1,1
90021442080890169,1,1
900214692423620,1,1
900218935479853,1,1
900897223802529,1,1
1215011218935479853,1,1
121501197223802532,1,1
121501197223802534,1,1
1215442039966818,1,1
90020442039966818,1,1
90021011218935479853,1,1
9002101197223802529,1,1
1210011218935479853,1,1
121001197223802532,1,1
121001197223802534,1,1
121500442037699931,1,1
900197223802533,1,1
121700442037699931,1,1
1217011218935479853,1,1
121701197223802532,1,1
121701197223802534,1,1
1217442039966818,1,1
121800442037699931,1,1
1218011218935479853,1,1
121201197223802534,1,1
121214063890227,1,1
9002421232137505,1,1
1212442039966818,1,1
121300442037699931,1,1
1213011218935479853,1,1
121301197223802532,1,1
121301197223802534,1,1
9002197223802529,1,1
9002197223802533,1,1
9002218935479853,1,1
900233644651584,1,1
900234910855090,1,1
1212440033756758573,1,1
121101197223802532,1,1
121101197223802534,1,1
121114063890227,1,1
12114063890227,1,1
90033644651584,1,1
90034910855090,1,1
90039003,1,1
120514063890227,1,1
1205442039966818,1,1
120600442037699931,1,1
12100442039962635,1,1
120601197223802532,1,1
120701197223802534,1,1
120714063890227,1,1
12074239625,1,1
1207442039966818,1,1
90031218935479853,1,1
90031442080890169,1,1
9003197223802529,1,1
9003197223802533,1,1
1209011218935479853,1,1
1206011218935479853,1,1
121011218935479853,1,1
12101197223802532,1,1
12101197223802534,1,1
900300442039966818,1,1
9003033756758573,1,1
90030442039966818,1,1
90031011218935479853,1,1
9003101197223802529,1,1
9003101197223802532,1,1
9003101197223802534,1,1
1211011218935479853,1,1
1211442039966818,1,1
121149531,1,1
12115612571360,1,1
121200442037699931,1,1
9002442080890169,1,1
90029002,1,1
900297223802529,1,1
900297223802533,1,1
1210442039966818,1,1
121100442037699931,1,1
121000442037699931,1,1
900133644651584,1,1
900134910855090,1,1
122100442037699931,1,1
1221011218935479853,1,1
122101197223802532,1,1
122101197223802534,1,1
12214063890227,1,1
1221442039966818,1,1
12215612571360,1,1
122001197223802534,1,1
900197223802529,1,1
12200442039966818,1,1
122011218935479853,1,1
12201197223802532,1,1
12201197223802534,1,1
1220442039966818,1,1
9001501197223802534,1,1
90015218935479853,1,1
121600442037699931,1,1
1216011218935479853,1,1
121601197223802532,1,1
12200442039962635,1,1
90011421232137505,1,1
122401197223802532,1,1
122401197223802534,1,1
90011**97223802532,1,1
90011**97223802534,1,1
90011*218935479853,1,1
90011*97223802532,1,1
90011*97223802534,1,1
90011011218935479853,1,1
90014011218935479853,1,1
90012548044505,1,1
9001401197223802532,1,1
9001401197223802534,1,1
121801197223802532,1,1
121801197223802534,1,1
1218442039966818,1,1
1218506790061,1,1
9001197223802533,1,1
9001197223802534,1,1
90012133010635,1,1
9001218935479853,1,1
9001401197223802529,1,1
121400442037699931,1,1
1214011218935479853,1,1
121401197223802532,1,1
121401197223802534,1,1
1214063890227,1,1
121414063890227,1,1
121442039966818,1,1
1214442039966818,1,1
900200442039966818,1,1
9002011218935479853,1,1
121601197223802534,1,1
900201197223802532,1,1
900201197223802534,1,1
121314063890227,1,1
12133010635,1,1
1213442039966818,1,1
9001533756758573,1,1
90015442080890169,1,1
9001597223802529,1,1
9001597223802533,1,1
90019001,1,1
900201197223802529,1,1
1216442039966818,1,1
9001442080890169,1,1
90014442080890169,1,1
9001497223802529,1,1
9001497223802533,1,1
90015011218935479853,1,1
9001501197223802529,1,1
9001501197223802532,1,1
122000442037699931,1,1
1220011218935479853,1,1
1219442039966818,1,1
9001412548044505,1,1
9001421232137505,1,1
90014218935479853,1,1
9001442039966818,1,1
1218632018802,1,1
1218935479853,1,1
121900442037699931,1,1
1219011218935479853,1,1
121901197223802532,1,1
121901197223802534,1,1
90014063890227,1,1
12001197223802532,1,1
12001197223802534,1,1
120014063890227,1,1
900701197223802529,1,1
900701197223802532,1,1
900701197223802534,1,1
90070442039966818,1,1
90071033756758573,1,1
900714692423620,1,1
120901197223802532,1,1
900633644651584,1,1
9006442080890169,1,1
90069006,1,1
900697223802529,1,1
900697223802533,1,1
9007011218935479853,1,1
1200001197223802529,1,1
1200001197223802532,1,1
1200001197223802534,1,1
12000014692423620,1,1
120101197223802534,1,1
900597223802533,1,1
9006011218935479853,1,1
900601197223802529,1,1
900601197223802532,1,1
1201133553078771,1,1
1201133756758573,1,1
120114063890227,1,1
1201197223802529,1,1
1201197223802532,1,1
1201197223802534,1,1
12001197223802529,1,1
12001519103385022,1,1
12002119103385022,1,1
12003119103385022,1,1
120033644651584,1,1
120033756758573,1,1
9007218935479853,1,1
12000442039962635,1,1
12000442039966818,1,1
12000442080890169,1,1
120011218935479853,1,1
120014692423620,1,1
9007442080890169,1,1
90079007,1,1
900797223802529,1,1
900797223802533,1,1
12+15612571360,1,1
120000000011218935479853,1,1
12000000001197223802529,1,1
12000000001197223802532,1,1
12000000001197223802534,1,1
12000000011218935479853,1,1
12000033644651584,1,1
119901197223802532,1,1
119901197223802534,1,1
119914063890227,1,1
1199442039966818,1,1
12#15612571360,1,1
12*15612571360,1,1
900814692423620,1,1
9008218935479853,1,1
900833644651584,1,1
90089008,1,1
1200000001197223802529,1,1
120000442037699931,1,1
120000442080890169,1,1
1200011218935479853,1,1
120000001197223802534,1,1
12000000442080890169,1,1
120000011218935479853,1,1
12000001197223802529,1,1
12000001197223802532,1,1
12000001197223802534,1,1
1200000442080890169,1,1
9007421232137505,1,1
9008011218935479853,1,1
900801197223802529,1,1
900801197223802532,1,1
900801197223802534,1,1
9008033756758573,1,1
1200000011218935479853,1,1
120000001197223802529,1,1
120000001197223802532,1,1
900733644651584,1,1
900733756758573,1,1
12000011218935479853,1,1
900421232137505,1,1
900421232229874,1,1
9004218935479853,1,1
900442038078482,1,1
900442039966756,1,1
900442039966818,1,1
900442080890169,1,1
120501197223802532,1,1
120501197223802534,1,1
120414063890227,1,1
90059005,1,1
900401197223802529,1,1
900401197223802532,1,1
900401197223802534,1,1
90040442039966818,1,1
120601197223802534,1,1
120614063890227,1,1
1206442039966818,1,1
120442039966818,1,1
120442080890169,1,1
1204442039966818,1,1
9004011218935479853,1,1
120901197223802534,1,1
120914063890227,1,1
1209442039966818,1,1
120700442037699931,1,1
1207011218935479853,1,1
120701197223802532,1,1
121014063890227,1,1
120800442037699931,1,1
1208011218935479853,1,1
120801197223802532,1,1
90041033756758573,1,1
120814063890227,1,1
1208442039966818,1,1
120900442037699931,1,1
9004442080890169,1,1
120400442037699931,1,1
1204011218935479853,1,1
120401197223802532,1,1
120401197223802534,1,1
120314063890227,1,1
1203442039966818,1,1
120801197223802534,1,1
900501197223802534,1,1
1203011218935479853,1,1
120301197223802532,1,1
120301197223802534,1,1
1202442039966818,1,1
120300442037699931,1,1
120214063890227,1,1
90049004,1,1
1200442039966818,1,1
1200442080890169,1,1
120500442037699931,1,1
1201011218935479853,1,1
120101197223802532,1,1
900601197223802534,1,1
90060442039966818,1,1
900614692423620,1,1
9006218935479853,1,1
120034910855090,1,1
1200358454900767,1,1
9005421232137505,1,1
9005442080890169,1,1
120100442037699931,1,1
1205011218935479853,1,1
12014063890227,1,1
1201442039966818,1,1
12015612571360,1,1
120200442037699931,1,1
1202011218935479853,1,1
120201197223802532,1,1
120201197223802534,1,1
12011218935479853,1,1
90050442039966818,1,1
900501197223802532,1,1
900513862893067,1,1
900514692423620,1,1
9005218935479853,1,1
900533644651584,1,1
900533756758573,1,1
900497223802533,1,1
90050033756758573,1,1
900500442039966818,1,1
9005011218935479853,1,1
900501197223802529,1,1
900512548044505,1,1
798011218935479853,1,1
79801197223802532,1,1
79801197223802534,1,1
200001197223802529,1,1
200001197223802532,1,1
200001197223802534,1,1
2000014692423620,1,1
2000033644651584,1,1
20002000,1,1
1547011218935479853,1,1
797223802534,1,1
797442039966818,1,1
79800442039962635,1,1
200011218935479853,1,1
20001197223802529,1,1
20001197223802532,1,1
20001197223802534,1,1
200012548044505,1,1
200013862893067,1,1
200014692423620,1,1
797223802529,1,1
797011218935479853,1,1
79701197223802532,1,1
79701197223802534,1,1
20010014692423620,1,1
20010033644651584,1,1
2001011218935479853,1,1
200101197223802532,1,1
20011218935479853,1,1
200112548044505,1,1
200113862893067,1,1
2000000001197223802529,1,1
20013862893067,1,1
20014063890227,1,1
2001412548044505,1,1
2001442039966818,1,1
20014692423620,1,1
20000442039962635,1,1
20000442039966818,1,1
20000442080890169,1,1
20000000001197223802534,1,1
20000000011218935479853,1,1
2001358454900767,1,1
2000000011218935479853,1,1
200000001197223802529,1,1
200000001197223802532,1,1
200000001197223802534,1,1
20000000442080890169,1,1
2+612548044505,1,1
2+618506790061,1,1
2+718506790061,1,1
2+812548044505,1,1
2+818506790061,1,1
79814063890227,1,1
2+218506790061,1,1
2+318506790061,1,1
2+412548044505,1,1
2+418506790061,1,1
2+518506790061,1,1
79901197223802534,1,1
79914063890227,1,1
2+118506790061,1,1
2+12014644237,1,1
2+13522510081,1,1
2+918506790061,1,1
798442039966818,1,1
20*12548044505,1,1
20*13522510081,1,1
20+13522510081,1,1
20000000000,1,1
2000001197223802534,1,1
20000014692423620,1,1
20000033644651584,1,1
200000442080890169,1,1
2000011218935479853,1,1
200000000442080890169,1,1
200000011218935479853,1,1
20000001197223802529,1,1
20000001197223802532,1,1
20000001197223802534,1,1
2000000442080890169,1,1
20000011218935479853,1,1
2000001197223802529,1,1
2000001197223802532,1,1
2000000001197223802532,1,1
2000000001197223802534,1,1
7981033756758573,1,1
20100011218935479853,1,1
2010001197223802532,1,1
2010001197223802534,1,1
2010011218935479853,1,1
795011218935479853,1,1
79501197223802532,1,1
79501197223802534,1,1
79514063890227,1,1
200421232137505,1,1
200433756758573,1,1
79700442039962635,1,1
2005011218935479853,1,1
200501197223802532,1,1
79414063890227,1,1
794442039966818,1,1
79500442039962635,1,1
200601197223802532,1,1
200633756758573,1,1
2006442039966818,1,1
200442039966818,1,1
200442080890169,1,1
200333756758573,1,1
2008442039966818,1,1
2009011218935479853,1,1
200901197223802532,1,1
200912548044505,1,1
200933756758573,1,1
201000000001197223802534,1,1
201000000011218935479853,1,1
20100000001197223802532,1,1
20100000001197223802534,1,1
793442039966818,1,1
20100001197223802534,1,1
794011218935479853,1,1
201001197223802532,1,1
201001197223802534,1,1
2009421232137505,1,1
2009442039966818,1,1
2010000000011218935479853,1,1
201000000001197223802532,1,1
2010000001197223802534,1,1
201000011218935479853,1,1
20100001197223802532,1,1
79400442039962635,1,1
200301197223802532,1,1
20018506790061,1,1
20020014692423620,1,1
20020033644651584,1,1
2002011218935479853,1,1
2003442039966818,1,1
20034910855090,1,1
200358454900767,1,1
2004011218935479853,1,1
200401197223802532,1,1
2004442039966818,1,1
2002442039966818,1,1
79714063890227,1,1
200033644651584,1,1
200034910855090,1,1
2000421232137505,1,1
2000442039966818,1,1
2000442080890169,1,1
2000447888384483,1,1
79614063890227,1,1
796442039966818,1,1
200233756758573,1,1
200447888384483,1,1
2007011218935479853,1,1
200701197223802532,1,1
2007421232137505,1,1
2007442039966818,1,1
2008011218935479853,1,1
200801197223802532,1,1
2005442039966818,1,1
2006011218935479853,1,1
2001197223802529,1,1
2003011218935479853,1,1
2001197223802534,1,1
20012001,1,1
20012133010635,1,1
20013522510081,1,1
200201197223802532,1,1
795442039966818,1,1
79600442039962635,1,1
796011218935479853,1,1
79601197223802532,1,1
79601197223802534,1,1
2001197223802532,1,1
8000014692423620,1,1
80000001197223802534,1,1
8000000442080890169,1,1
80000011218935479853,1,1
8000001197223802529,1,1
8000001197223802532,1,1
8000001197223802534,1,1
80000014692423620,1,1
80000033644651584,1,1
200000000011218935479853,1,1
2**18506790061,1,1
2**33756758573,1,1
2*+18506790061,1,1
2#518506790061,1,1
2#618506790061,1,1
2#718506790061,1,1
2#818506790061,1,1
2#918506790061,1,1
2#218506790061,1,1
2#312548044505,1,1
2*#18506790061,1,1
2*318506790061,1,1
800011*218935479853,1,1
800011*97223802532,1,1
800011*97223802534,1,1
800011218935479853,1,1
80001197223802529,1,1
80001197223802532,1,1
80001197223802534,1,1
8000033644651584,1,1
80000442039962635,1,1
800001197223802534,1,1
80000442080890169,1,1
80001033756758573,1,1
800011**218935479853,1,1
800011**97223802532,1,1
800011**97223802534,1,1
80000033756758573,1,1
800000442080890169,1,1
8000011218935479853,1,1
800001197223802529,1,1
800001197223802532,1,1
80000442039966818,1,1
2#*18506790061,1,1
2#+18506790061,1,1
80002033756758573,1,1
800033644651584,1,1
8000421232137505,1,1
2*018506790061,1,1
1qaz123,1,1
1voip,1,1
2?â€™V?,1,1
2##18506790061,1,1
2#318506790061,1,1
8000442039966818,1,1
8000442080890169,1,1
8000447888384483,1,1
80005033756758573,1,1
19900442039962635,1,1
19900442039966818,1,1
199401197223802532,1,1
199442039966818,1,1
1994442039966818,1,1
1995011218935479853,1,1
2#*12548044505,1,1
2#418506790061,1,1
80001233756758573,1,1
800014692423620,1,1
2#018506790061,1,1
2#118506790061,1,1
2#12014644237,1,1
2#13522510081,1,1
1a2b3c,1,1
1aa,1,1
1aaa,1,1
1F?¢â‚¬â€??¢â‚¬?e,1,1
1admin,1,1
1asd,1,1
1996011218935479853,1,1
1999011218935479853,1,1
199901197223802532,1,1
199901197223802534,1,1
1999442039966818,1,1
1999600442039966818,1,1
199999999,1,1
1999999999,1,1
1abc,1,1
7d4?¢â€??¬e,1,1
8+412548044505,1,1
8+421232137505,1,1
8+912548044505,1,1
8/**1033756758573,1,1
8++12548044505,1,1
8+112548044505,1,1
8+13522510081,1,1
8*312548044505,1,1
8*412548044505,1,1
2*312548044505,1,1
8*812548044505,1,1
8**933756758573,1,1
8*+12548044505,1,1
8*1033756758573,1,1
8*112548044505,1,1
8*13522510081,1,1
800000000442080890169,1,1
8000000011218935479853,1,1
800000001197223802529,1,1
800000001197223802532,1,1
8*512548044505,1,1
20000000001197223802529,1,1
20000000001197223802532,1,1
79900442039962635,1,1
79900442039966818,1,1
799011218935479853,1,1
79901197223802532,1,1
8(8?¢â‚¬?°X,1,1
8***33756758573,1,1
8**1033756758573,1,1
8**33756758573,1,1
7??¢â‚¬?°x,1,1
8#412548044505,1,1
8#712548044505,1,1
7ja74,1,1
8?¢â‚¬â€?i,1,1
8#13522510081,1,1
20#12548044505,1,1
20#13522510081,1,1
79933756758573,1,1
799442039966818,1,1
7997442039966818,1,1
8#33756758573,1,1
8000000000001197223802529,1,1
2+*18506790061,1,1
2++12548044505,1,1
2++18506790061,1,1
2+018506790061,1,1
800000011218935479853,1,1
80000001197223802529,1,1
80000001197223802532,1,1
2*718506790061,1,1
2*818506790061,1,1
800000001197223802534,1,1
2+#18506790061,1,1
2*33756758573,1,1
2*418506790061,1,1
2*512548044505,1,1
2*518506790061,1,1
2*618506790061,1,1
2*12014644237,1,1
2*13522510081,1,1
2*18632018802,1,1
2*218506790061,1,1
2*918506790061,1,1
80000000442080890169,1,1
2*118506790061,1,1
80000000001197223802529,1,1
80000000001197223802532,1,1
80000000001197223802534,1,1
8000000000442080890169,1,1
80000000011218935479853,1,1
8000000001197223802529,1,1
8000000001197223802532,1,1
8000000001197223802534,1,1
80000000000011218935479853,1,1
8000000000001197223802534,1,1
8000000000011218935479853,1,1
800000000001197223802529,1,1
800000000001197223802532,1,1
800000000001197223802534,1,1
80000000000442080890169,1,1
800000000011218935479853,1,1
8/1033756758573,1,1
800.421232137505,1,1
800000000,1,1
8000000000001197223802532,1,1
204701197223802532,1,1
2047442039966818,1,1
204301197223802532,1,1
2043442039966818,1,1
2044011218935479853,1,1
204401197223802532,1,1
788402415,1,1
788442039966818,1,1
2032442039966818,1,1
200833756758573,1,1
203301197223802532,1,1
2033442039966818,1,1
2033756758573,1,1
78800442039962635,1,1
78800442039966818,1,1
788011218935479853,1,1
78801197223802532,1,1
78801197223802534,1,1
78812548044505,1,1
78814063890227,1,1
2033011218935479853,1,1
204001197223802532,1,1
20400442039962635,1,1
204011218935479853,1,1
20401197223802532,1,1
20401197223802534,1,1
2040442039966818,1,1
2042011218935479853,1,1
204201197223802532,1,1
2042442039966818,1,1
2043011218935479853,1,1
2047011218935479853,1,1
7878984397,1,1
7878985645,1,1
20442080890169,1,1
204442039966818,1,1
2044442039966818,1,1
2045011218935479853,1,1
204501197223802532,1,1
2045442039966818,1,1
2041442039966818,1,1
2046442039966818,1,1
7878954633,1,1
20300442039962635,1,1
203011218935479853,1,1
20301197223802532,1,1
203601197223802532,1,1
2036442039966818,1,1
7887442039966818,1,1
78900442039962635,1,1
789011218935479853,1,1
78901197223802532,1,1
78901197223802534,1,1
2037442039966818,1,1
203401197223802532,1,1
203442039966818,1,1
2034442039966818,1,1
2035011218935479853,1,1
203501197223802532,1,1
2035442039966818,1,1
2036011218935479853,1,1
79000000001197223802534,1,1
79000000011218935479853,1,1
7900000001197223802532,1,1
2034011218935479853,1,1
2038011218935479853,1,1
203801197223802532,1,1
2038442039966818,1,1
2039011218935479853,1,1
203901197223802532,1,1
2039442039966818,1,1
2040011218935479853,1,1
2041011218935479853,1,1
204101197223802532,1,1
2041234,1,1
203001197223802532,1,1
20414063890227,1,1
2037011218935479853,1,1
203701197223802532,1,1
20301197223802534,1,1
2030442039966818,1,1
2031011218935479853,1,1
203101197223802532,1,1
20313522510081,1,1
20314063890227,1,1
2030011218935479853,1,1
20413522510081,1,1
2068011218935479853,1,1
206801197223802532,1,1
2068442039966818,1,1
2064011218935479853,1,1
206401197223802532,1,1
206442039966818,1,1
2064442039966818,1,1
2065011218935479853,1,1
786442039966818,1,1
20512548044505,1,1
20500442039962635,1,1
20514063890227,1,1
2051442039966818,1,1
2052011218935479853,1,1
205201197223802532,1,1
2052442039966818,1,1
2054011218935479853,1,1
205401197223802532,1,1
2054043589,1,1
205442039966818,1,1
2054442039966818,1,1
20513522510081,1,1
2072442039966818,1,1
2061011218935479853,1,1
206101197223802532,1,1
20613522510081,1,1
20614063890227,1,1
2061442039966818,1,1
2059011218935479853,1,1
205901197223802532,1,1
2063011218935479853,1,1
206301197223802532,1,1
2062442039966818,1,1
206011218935479853,1,1
20601197223802532,1,1
2060442039966818,1,1
206501197223802532,1,1
2065442039966818,1,1
2066011218935479853,1,1
206601197223802532,1,1
2062011218935479853,1,1
206201197223802532,1,1
206206,1,1
2063442039966818,1,1
204601197223802532,1,1
2046325496,1,1
78700442039962635,1,1
787011218935479853,1,1
78701197223802532,1,1
78701197223802534,1,1
78714063890227,1,1
787442039966818,1,1
2048011218935479853,1,1
204801197223802532,1,1
2055011218935479853,1,1
20501197223802532,1,1
20501197223802534,1,1
2050442039966818,1,1
2051011218935479853,1,1
205101197223802532,1,1
2053011218935479853,1,1
205301197223802532,1,1
20533756758573,1,1
2050011218935479853,1,1
205001197223802532,1,1
205011218935479853,1,1
205501197223802532,1,1
2055442039966818,1,1
2057011218935479853,1,1
205701197223802532,1,1
2057442039966818,1,1
2058011218935479853,1,1
205801197223802532,1,1
2058442039966818,1,1
2053442039966818,1,1
2053688724,1,1
2046011218935479853,1,1
2060011218935479853,1,1
206001197223802532,1,1
20600442039962635,1,1
2056011218935479853,1,1
205601197223802532,1,1
2056442039966818,1,1
2048442039966818,1,1
2049011218935479853,1,1
204901197223802532,1,1
2049442039966818,1,1
2059442039966818,1,1
7914063890227,1,1
791442039966818,1,1
79200442039962635,1,1
792011218935479853,1,1
79201197223802532,1,1
2017202588,1,1
2017442039966818,1,1
2018011218935479853,1,1
201801197223802532,1,1
7900000001197223802534,1,1
201833756758573,1,1
2018442039966818,1,1
2016442039966818,1,1
2017011218935479853,1,1
201701197223802532,1,1
201197223802529,1,1
201197223802532,1,1
201197223802534,1,1
2012011218935479853,1,1
201201197223802532,1,1
2019442039966818,1,1
20201133553078771,1,1
791011218935479853,1,1
79101197223802532,1,1
79101197223802534,1,1
79114063890227,1,1
20200014692423620,1,1
20200033644651584,1,1
2020011218935479853,1,1
20213522510081,1,1
20214063890227,1,1
7913522510081,1,1
790901197223802532,1,1
790901197223802534,1,1
79100442039962635,1,1
79201197223802534,1,1
79214063890227,1,1
201442039966818,1,1
2014442039966818,1,1
2015011218935479853,1,1
201501197223802532,1,1
2015442039966818,1,1
7909011218935479853,1,1
2010000001197223802532,1,1
79300442039962635,1,1
793011218935479853,1,1
79301197223802532,1,1
79301197223802534,1,1
79314063890227,1,1
2011**218935479853,1,1
2011**97223802532,1,1
2011**97223802534,1,1
2011*218935479853,1,1
2011011218935479853,1,1
2011*97223802534,1,1
2011.33553078771,1,1
20113522510081,1,1
20114063890227,1,1
2011421232137505,1,1
2011442039966818,1,1
2010200033756758573,1,1
201033756758573,1,1
79401197223802532,1,1
79401197223802534,1,1
2011*97223802532,1,1
201101197223802532,1,1
2011218935479853,1,1
2012014644237,1,1
792442039966818,1,1
2014063890227,1,1
201233756758573,1,1
2012442039966818,1,1
2013011218935479853,1,1
201301197223802532,1,1
2016011218935479853,1,1
20100000011218935479853,1,1
2013442039966818,1,1
2013522510081,1,1
2013862893067,1,1
2014011218935479853,1,1
201401197223802532,1,1
20100442039962635,1,1
201011218935479853,1,1
20101133553078771,1,1
20101197223802532,1,1
20101197223802534,1,1
201601197223802532,1,1
2028011218935479853,1,1
202801197223802532,1,1
2026011218935479853,1,1
202601197223802532,1,1
2026358454900767,1,1
2026442039966818,1,1
2021442039966818,1,1
2022011218935479853,1,1
202201197223802532,1,1
790011218935479853,1,1
202011218935479853,1,1
202442039966818,1,1
2024442039966818,1,1
2025011218935479853,1,1
202501197223802532,1,1
2025442039966818,1,1
7900001197223802534,1,1
7900011218935479853,1,1
790001197223802532,1,1
790001197223802534,1,1
79000442039962635,1,1
79001197223802532,1,1
7900000011218935479853,1,1
790000001197223802532,1,1
79#12548044505,1,1
79*12548044505,1,1
7900000000011218935479853,1,1
790000000001197223802532,1,1
790000000001197223802534,1,1
790000000011218935479853,1,1
79000000001197223802532,1,1
2028442039966818,1,1
2027442039966818,1,1
202901197223802532,1,1
2029442039966818,1,1
78914063890227,1,1
789442039966818,1,1
78981033756758573,1,1
2031442039966818,1,1
2032011218935479853,1,1
203201197223802532,1,1
2027011218935479853,1,1
202701197223802532,1,1
2029011218935479853,1,1
7901197223802532,1,1
7901197223802534,1,1
2022442039966818,1,1
2023011218935479853,1,1
202301197223802532,1,1
2023442039966818,1,1
2024011218935479853,1,1
202401197223802532,1,1
79001197223802534,1,1
20201197223802532,1,1
79000442039966818,1,1
2020200014692423620,1,1
2020200033644651584,1,1
20202001133553078771,1,1
2020200442039966818,1,1
2019011218935479853,1,1
201901197223802532,1,1
202001133553078771,1,1
202001197223802532,1,1
20200442039962635,1,1
2020100442039966818,1,1
20201197223802534,1,1
790000001197223802534,1,1
790000011218935479853,1,1
79000001197223802532,1,1
79000001197223802534,1,1
79000011218935479853,1,1
7900001197223802532,1,1
2021001,1,1
20210101,1,1
20210102,1,1
2021011218935479853,1,1
7901197223802529,1,1
202122,1,1
79014063890227,1,1
79027902,1,1
790442039966818,1,1
2020358454900767,1,1
2020442039966818,1,1
2020900442039966818,1,1
7900442039962635,1,1
7900442039966818,1,1
79011218935479853,1,1
202101197223802532,1,1
80114063890227,1,1
8011421232137505,1,1
8011442038078482,1,1
192011218935479853,1,1
19201197223802532,1,1
1917011218935479853,1,1
191701197223802532,1,1
1917442039966818,1,1
1918011218935479853,1,1
199501197223802532,1,1
1918442039966818,1,1
8013522510081,1,1
8013862893067,1,1
190901197223802532,1,1
190901197223802534,1,1
1909442039966818,1,1
1910011218935479853,1,1
191001197223802532,1,1
1911442039966818,1,1
191033756758573,1,1
191801197223802532,1,1
8011*97223802532,1,1
191401197223802532,1,1
1914063890227,1,1
191442039966818,1,1
1914442039966818,1,1
1915011218935479853,1,1
191501197223802532,1,1
1915442039966818,1,1
1916011218935479853,1,1
8011442039962635,1,1
801133553078771,1,1
8011442039966818,1,1
801197223802529,1,1
801197223802532,1,1
801197223802534,1,1
1913522510081,1,1
1914011218935479853,1,1
1918506790061,1,1
1919011218935479853,1,1
191901197223802532,1,1
191901197223802534,1,1
8011442039966756,1,1
19058456213,1,1
1906011218935479853,1,1
190601197223802532,1,1
8014063890227,1,1
801433756758573,1,1
801442039966818,1,1
801633756758573,1,1
1904011218935479853,1,1
190401197223802532,1,1
190442039966818,1,1
19103385022,1,1
190701197223802532,1,1
1907442039966818,1,1
1908011218935479853,1,1
190801197223802532,1,1
1908442039966818,1,1
1909011218935479853,1,1
191001197223802534,1,1
19100442039962635,1,1
191011218935479853,1,1
19101197223802532,1,1
1907011218935479853,1,1
